Region/Country/Area,,Year,Series,Value,Footnotes,Source
360,Indonesia,2017,Land area (thousand hectares),187751.9,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
360,Indonesia,2017,Arable land (thousand hectares),26300,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
360,Indonesia,2017,Permanent crops (thousand hectares),25000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
360,Indonesia,2017,Forest cover (thousand hectares),91010,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
360,Indonesia,2017,Arable land (% of total land area),14.0078,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
360,Indonesia,2017,Permanent crops (% of total land area),13.3154,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
360,Indonesia,2017,Forest cover (% of total land area),48.4735,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
360,Indonesia,2017,Important sites for terrestrial biodiversity protected (% of total sites protected),26.0122,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCMC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, March 2020."
360,Indonesia,2019,Important sites for terrestrial biodiversity protected (% of total sites protected),26.1137,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCMC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, March 2020."
364,Iran (Islamic Republic of),2005,Land area (thousand hectares),162876,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
364,Iran (Islamic Republic of),2005,Arable land (thousand hectares),16533,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
364,Iran (Islamic Republic of),2005,Permanent crops (thousand hectares),1574,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
364,Iran (Islamic Republic of),2005,Forest cover (thousand hectares),10691.98,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
364,Iran (Islamic Republic of),2005,Arable land (% of total land area),10.1507,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
364,Iran (Islamic Republic of),2005,Permanent crops (% of total land area),0.9664,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
364,Iran (Islamic Republic of),2005,Forest cover (% of total land area),6.5645,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
364,Iran (Islamic Republic of),2005,Important sites for terrestrial biodiversity protected (% of total sites protected),43.5999,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCMC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, March 2020."
364,Iran (Islamic Republic of),2010,Land area (thousand hectares),162876,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
364,Iran (Islamic Republic of),2010,Arable land (thousand hectares),15390,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
364,Iran (Islamic Republic of),2010,Permanent crops (thousand hectares),1672.4,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
364,Iran (Islamic Republic of),2010,Forest cover (thousand hectares),10691.98,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
364,Iran (Islamic Republic of),2010,Arable land (% of total land area),9.4489,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
364,Iran (Islamic Republic of),2010,Permanent crops (% of total land area),1.0268,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
364,Iran (Islamic Republic of),2010,Forest cover (% of total land area),6.5645,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
364,Iran (Islamic Republic of),2010,Important sites for terrestrial biodiversity protected (% of total sites protected),43.5999,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCMC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, March 2020."
364,Iran (Islamic Republic of),2017,Land area (thousand hectares),162876,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
364,Iran (Islamic Republic of),2017,Arable land (thousand hectares),14687,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
364,Iran (Islamic Republic of),2017,Permanent crops (thousand hectares),1790,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
364,Iran (Islamic Republic of),2017,Forest cover (thousand hectares),10691.98,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
364,Iran (Islamic Republic of),2017,Arable land (% of total land area),9.0173,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
364,Iran (Islamic Republic of),2017,Permanent crops (% of total land area),1.099,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
364,Iran (Islamic Republic of),2017,Forest cover (% of total land area),6.5645,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
364,Iran (Islamic Republic of),2017,Important sites for terrestrial biodiversity protected (% of total sites protected),43.5999,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCMC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, March 2020."
364,Iran (Islamic Republic of),2019,Important sites for terrestrial biodiversity protected (% of total sites protected),43.5999,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCMC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, March 2020."
368,Iraq,2005,Land area (thousand hectares),43737,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
368,Iraq,2005,Arable land (thousand hectares),5200,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
368,Iraq,2005,Permanent crops (thousand hectares),190,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
368,Iraq,2005,Forest cover (thousand hectares),825,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
368,Iraq,2005,Arable land (% of total land area),11.8892,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
368,Iraq,2005,Permanent crops (% of total land area),0.4344,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
368,Iraq,2005,Forest cover (% of total land area),1.8863,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
368,Iraq,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),1.6129,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCMC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, March 2020."
368,Iraq,2010,Land area (thousand hectares),43432,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
368,Iraq,2010,Arable land (thousand hectares),4000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
368,Iraq,2010,Permanent crops (thousand hectares),220,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
368,Iraq,2010,Forest cover (thousand hectares),825,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
368,Iraq,2010,Arable land (% of total land area),9.2098,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
368,Iraq,2010,Permanent crops (% of total land area),0.5065,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
368,Iraq,2010,Forest cover (% of total land area),1.8995,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
368,Iraq,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),2.9599,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCMC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, March 2020."
368,Iraq,2017,Land area (thousand hectares),43412.8,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
368,Iraq,2017,Arable land (thousand hectares),5000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
368,Iraq,2017,Permanent crops (thousand hectares),400,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
368,Iraq,2017,Forest cover (thousand hectares),825,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
368,Iraq,2017,Arable land (% of total land area),11.5173,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
368,Iraq,2017,Permanent crops (% of total land area),0.9214,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
368,Iraq,2017,Forest cover (% of total land area),1.9004,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
368,Iraq,2017,Important sites for terrestrial biodiversity protected (% of total sites protected),5.8457,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCMC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, March 2020."
368,Iraq,2019,Important sites for terrestrial biodiversity protected (% of total sites protected),5.8457,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCMC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, March 2020."
372,Ireland,2005,Land area (thousand hectares),6889,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
372,Ireland,2005,Arable land (thousand hectares),1184,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
372,Ireland,2005,Permanent crops (thousand hectares),3,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
372,Ireland,2005,Forest cover (thousand hectares),694.835,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
372,Ireland,2005,Arable land (% of total land area),17.1868,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
372,Ireland,2005,Permanent crops (% of total land area),0.0435,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
372,Ireland,2005,Forest cover (% of total land area),10.0862,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
372,Ireland,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),83.0238,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCMC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, March 2020."
372,Ireland,2010,Land area (thousand hectares),6889,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
372,Ireland,2010,Arable land (thousand hectares),1011,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
372,Ireland,2010,Permanent crops (thousand hectares),2,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
372,Ireland,2010,Forest cover (thousand hectares),725.635,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
372,Ireland,2010,Arable land (% of total land area),14.6756,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
372,Ireland,2010,Permanent crops (% of total land area),0.029,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
372,Ireland,2010,Forest cover (% of total land area),10.5332,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
372,Ireland,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),85.3691,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCMC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, March 2020."
372,Ireland,2017,Land area (thousand hectares),6889,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
372,Ireland,2017,Arable land (thousand hectares),441,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
372,Ireland,2017,Permanent crops (thousand hectares),1,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
372,Ireland,2017,Forest cover (thousand hectares),754.016,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
372,Ireland,2017,Arable land (% of total land area),6.4015,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
372,Ireland,2017,Permanent crops (% of total land area),0.0145,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
372,Ireland,2017,Forest cover (% of total land area),10.9452,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
372,Ireland,2017,Important sites for terrestrial biodiversity protected (% of total sites protected),85.9655,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCMC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, March 2020."
372,Ireland,2019,Important sites for terrestrial biodiversity protected (% of total sites protected),85.9655,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCMC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, March 2020."
833,Isle of Man,2005,Land area (thousand hectares),57,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
833,Isle of Man,2005,Arable land (thousand hectares),17.81,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
833,Isle of Man,2005,Forest cover (thousand hectares),3.46,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
833,Isle of Man,2005,Arable land (% of total land area),31.2456,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
833,Isle of Man,2005,Forest cover (% of total land area),6.0702,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
833,Isle of Man,2010,Land area (thousand hectares),57,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
833,Isle of Man,2010,Arable land (thousand hectares),25.38,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
833,Isle of Man,2010,Forest cover (thousand hectares),3.46,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
833,Isle of Man,2010,Arable land (% of total land area),44.5263,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
833,Isle of Man,2010,Forest cover (% of total land area),6.0702,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
833,Isle of Man,2017,Land area (thousand hectares),57,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
833,Isle of Man,2017,Arable land (thousand hectares),23,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
833,Isle of Man,2017,Forest cover (thousand hectares),3.46,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
833,Isle of Man,2017,Arable land (% of total land area),40.3509,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
833,Isle of Man,2017,Forest cover (% of total land area),6.0702,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
376,Israel,2005,Land area (thousand hectares),2164,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
376,Israel,2005,Arable land (thousand hectares),311,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
376,Israel,2005,Permanent crops (thousand hectares),69.5,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
376,Israel,2005,Forest cover (thousand hectares),155,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
376,Israel,2005,Arable land (% of total land area),14.3715,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
376,Israel,2005,Permanent crops (% of total land area),3.2116,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
376,Israel,2005,Forest cover (% of total land area),7.1627,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
376,Israel,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),18.2964,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCMC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, March 2020."
376,Israel,2010,Land area (thousand hectares),2164,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
376,Israel,2010,Arable land (thousand hectares),293.6,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
376,Israel,2010,Permanent crops (thousand hectares),77.3,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
376,Israel,2010,Forest cover (thousand hectares),154,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
376,Israel,2010,Arable land (% of total land area),13.5675,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
376,Israel,2010,Permanent crops (% of total land area),3.5721,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
376,Israel,2010,Forest cover (% of total land area),7.1165,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
376,Israel,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),20.2657,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCMC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, March 2020."
376,Israel,2017,Land area (thousand hectares),2164,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
376,Israel,2017,Arable land (thousand hectares),387,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
376,Israel,2017,Permanent crops (thousand hectares),96,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
376,Israel,2017,Forest cover (thousand hectares),165,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
376,Israel,2017,Arable land (% of total land area),17.8835,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
376,Israel,2017,Permanent crops (% of total land area),4.4362,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
376,Israel,2017,Forest cover (% of total land area),7.6248,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
376,Israel,2017,Important sites for terrestrial biodiversity protected (% of total sites protected),20.3349,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCMC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, March 2020."
376,Israel,2019,Important sites for terrestrial biodiversity protected (% of total sites protected),20.3349,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCMC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, March 2020."
380,Italy,2005,Land area (thousand hectares),29414,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
380,Italy,2005,Arable land (thousand hectares),7780,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
380,Italy,2005,Permanent crops (thousand hectares),2554,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
380,Italy,2005,Forest cover (thousand hectares),8759,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
380,Italy,2005,Arable land (% of total land area),26.45,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
380,Italy,2005,Permanent crops (% of total land area),8.6829,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
380,Italy,2005,Forest cover (% of total land area),29.7783,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
380,Italy,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),73.941,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCMC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, March 2020."
380,Italy,2010,Land area (thousand hectares),29414,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
380,Italy,2010,Arable land (thousand hectares),7042,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
380,Italy,2010,Permanent crops (thousand hectares),2587.8,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
380,Italy,2010,Forest cover (thousand hectares),9028,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
380,Italy,2010,Arable land (% of total land area),23.941,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
380,Italy,2010,Permanent crops (% of total land area),8.7979,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
380,Italy,2010,Forest cover (% of total land area),30.6929,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
380,Italy,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),77.3414,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCMC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, March 2020."
380,Italy,2017,Land area (thousand hectares),29414,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
380,Italy,2017,Arable land (thousand hectares),6736.27,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
380,Italy,2017,Permanent crops (thousand hectares),2482,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
380,Italy,2017,Forest cover (thousand hectares),9297,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
380,Italy,2017,Arable land (% of total land area),22.9016,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
380,Italy,2017,Permanent crops (% of total land area),8.4382,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
380,Italy,2017,Forest cover (% of total land area),31.6074,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
380,Italy,2017,Important sites for terrestrial biodiversity protected (% of total sites protected),77.3489,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCMC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, March 2020."
380,Italy,2019,Important sites for terrestrial biodiversity protected (% of total sites protected),77.3489,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCMC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, March 2020."
388,Jamaica,2005,Land area (thousand hectares),1083,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
388,Jamaica,2005,Arable land (thousand hectares),128,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
388,Jamaica,2005,Permanent crops (thousand hectares),110,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
388,Jamaica,2005,Forest cover (thousand hectares),339.2,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
388,Jamaica,2005,Arable land (% of total land area),11.819,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
388,Jamaica,2005,Permanent crops (% of total land area),10.157,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
388,Jamaica,2005,Forest cover (% of total land area),31.3204,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
388,Jamaica,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),29.4381,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCMC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, March 2020."
388,Jamaica,2010,Land area (thousand hectares),1083,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
388,Jamaica,2010,Arable land (thousand hectares),120,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
388,Jamaica,2010,Permanent crops (thousand hectares),95,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
388,Jamaica,2010,Forest cover (thousand hectares),337.1,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
388,Jamaica,2010,Arable land (% of total land area),11.0803,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
388,Jamaica,2010,Permanent crops (% of total land area),8.7719,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
388,Jamaica,2010,Forest cover (% of total land area),31.1265,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
388,Jamaica,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),29.4396,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCMC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, March 2020."
388,Jamaica,2017,Land area (thousand hectares),1083,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
388,Jamaica,2017,Arable land (thousand hectares),120,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
388,Jamaica,2017,Permanent crops (thousand hectares),95,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
